id_newsdesertsphysical,outlet_name_newsdesertsphysical,state_newsdesertsphysical,city_newsdesertsphysical,county_newsdesertsphysical,owner_id_newsdesertsphysical,owner_newsdesertsphysical,owner_type_newsdesertsphysical,frequency_newsdesertsphysical,total_circulation_newsdesertsphysical,days_published_newsdesertsphysical,ethnic_media_newsdesertsphysical,url_cleaned
NP3548,Camden Herald,ME,Rockland,Knox,OW4386,Courier Publications,,W,9845.0,1.0,No,knox.villagesoup.com/camden_herald
NP3563,Free Press,ME,Rockland,Knox,OW1605,Free Press,,W,12500.0,1.0,No,freepressonline.com
NP3582,Rumford Falls Times,ME,Rumford,Oxford,OW4382,MaineToday Media,,W,4026.0,1.0,No,rumfordfallstimes.com
NP3584,Scarborough Leader,ME,Scarborough,Cumberland,OW1589,Mainely Media,,W,8910.0,1.0,No,pressherald.com/mainely-media/scarborough-leader
NP9158,Town Line,ME,South China,Kennebec,OW4384,Roland Hallee,,W,,1.0,No,townline.org/issue-for-july-4-2024
NP3565,Island Ad-Vantages,ME,Stonington,Hancock,OW1595,Penobscot Bay Press,,W,1713.0,1.0,No,penobscotbaypress.com/island-ad-vantages
NP9163,Reporter,ME,Waterboro,York,OW1584,Current Publishing,,W,3500.0,1.0,No,brooklynreporter.com
NP3575,Morning Sentinel,ME,Waterville,Kennebec,OW4382,MaineToday Media,,D,11299.0,7.0,No,onlinesentinel.com
NP9453,Weekly Sentinel,ME,Wells,York,OW5139,Carol Brennan,Private,W,39592.0,,No,theweeklysentinel.com
NP3569,Lakes Region Weekly,ME,Westbrook,Cumberland,OW1584,Current Publishing,,W,5800.0,1.0,No,pressherald.com/lakes-region-weekly
NP9161,Sun Chronicle,ME,Westbrook,York,OW1584,Current Publishing,,W,0.0,1.0,No,thesunchronicle.com
NP3596,York Weekly,ME,York,York,OW5094,Gannett/Gatehouse,Investment,W,2134.0,1.0,No,seacoastonline.com/apps/pbcs.dll/section
NP3663,Daily Telegram,MI,Adrian,Lenawee,OW5094,Gannett/Gatehouse,Investment,D,13105.0,7.0,No,lenconnect.com
NP3601,Albion Recorder,MI,Albion,Calhoun,OW4392,Bettie Watson,,W,1100.0,1.0,No,albionmich.net/contact-recorder
NP3857,Union Enterprise,MI,Allegan,Allegan,OW1625,Kaechele Publications,,W,554.0,1.0,No,wilcoxnewspapers.com/category/acn
NP3603,Allegan County News,MI,Allegan,Allegan,OW1625,Kaechele Publications,,W,3444.0,1.0,No,allegannews.com
NP3768,Morning Sun,MI,Alma,Isabella,OW5101,Tribune/Digital First,Investment,D,10024.0,7.0,No,themorningsun.com
NP3604,Alpena News,MI,Alpena,Alpena,OW0529,Ogden Newspapers,Private,D,7661.0,6.0,No,thealpenanews.com
NP3879,Ann Arbor Observer,MI,Ann Arbor,Washtenaw,OW1739,Patricia Garcia,,W,31972.0,1.0,No,annarborobserver.com
NP3767,Montmorency County Tribune,MI,Atlanta,Montmorency,OW1693,Young Tom,,W,5200.0,1.0,No,montmorencytribune.com
NP3720,Huron Daily Tribune,MI,Bad Axe,Huron,OW0363,Hearst Corporation,Private,D,4288.0,6.0,No,michigansthumb.com
NP3732,Lake County Star,MI,Baldwin,Lake,OW0920,Pioneer Group,,W,2976.0,1.0,No,lakecountystar.com
NP3612,Battle Creek Enquirer,MI,Battle Creek,Calhoun,OW5094,Gannett/Gatehouse,Public,D,11203.0,7.0,No,battlecreekenquirer.com
NP3614,Bay City Times,MI,Bay City,Bay,OW0031,Advance Publications,Private,D,16226.0,4.0,No,mlive.com/bay-city/#/0
NP3858,Valley Farmer,MI,Bay City,Bay,OW1730,Hebert David,,W,620.0,1.0,No,loc.gov/item/sn98060140
NP3860,View,MI,Belleville,Wayne,OW5101,Tribune/Digital First,Investment,W,800.0,1.0,No,westviewnews.org
NP3615,Belleville Enterprise,MI,Belleville,Wayne,OW1742,Associated Newspapers of Michigan,,W,1900.0,1.0,No,bellevilleareaindependent.com
NP3616,Belleville-Area Independent,MI,Belleville,Wayne,OW1632,Otzman Rosemary,,W,6942.0,1.0,No,bellevilleareaindependent.com
NP3730,Journal Era,MI,Berrien Springs,Berrien,OW1676,Pullano Publications,,W,2000.0,1.0,No,thejournalera.com
NP3844,Pioneer - Big Rapids,MI,Big Rapids,Mecosta,OW0920,Pioneer Group,,D,5221.0,6.0,No,bigrapidsnews.com
NP9176,Herald Review,MI,Big Rapids,Osceola,OW0920,Pioneer Group,,W,3515.0,1.0,No,herald-review.com
NP3598,Advance,MI,Blissfield,Lenawee,OW1621,Marcia Loader,,W,2700.0,1.0,No,silive.com
NP3849,Township Times,MI,Breckenridge,Saginaw,OW1710,Saginaw Publishing,,W,4653.0,1.0,No,townshiptimes.net
NP3684,Exponent,MI,Brooklyn,Jackson,OW1661,Shephard Corporation,,W,5000.0,1.0,No,theexponent.com
NP3611,Banner,MI,Brown City,Sanilac,OW4395,JAMS Media,,W,1814.0,1.0,No,thebannercsi.com
NP3619,Berrien County Record,MI,Buchanan,Berrien,OW4389,Hendrikson Dean,,W,2776.0,2.0,No,bcrnews.net
NP3778,Northern Michigan News,MI,Cadillac,Wexford,OW1637,Cadillac News,,W,28500.0,1.0,No,northernexpress.com
NP3628,Cadillac News,MI,Cadillac,Wexford,OW1637,Cadillac News,,D,10175.0,6.0,No,cadillacnews.com
NP3685,Farmers Advance,MI,Camden,Hillsdale,OW5094,Gannett/Gatehouse,Public,W,12000.0,1.0,No,farmersadvance.com
NP3856,Tuscola County Advertiser,MI,Caro,Tuscola,OW1729,Edwards Publications,,W,8220.0,2.0,No,tuscolatoday.com
NP3859,Vassar Pioneer Times,MI,Caro,Tuscola,OW0363,Hearst Corporation,Private,W,9574.0,7.0,No,digmichnews.cmich.edu
NP3632,Cass City Chronicle,MI,Cass City,Tuscola,OW1639,Haire John,,W,3600.0,1.0,No,newspapers.rawson.lib.mi.us/search
NP3634,Cedar Springs Post,MI,Cedar Springs,Kent,OW1640,Allen Lois,,W,6000.0,1.0,No,cedarspringspost.com
NP3635,Charlevoix Courier,MI,Charlevoix,Charlevoix,OW5094,Gannett/Gatehouse,Investment,W,3500.0,1.0,No,petoskeynews.com/charlevoix
NP3636,Cheboygan Daily Tribune,MI,Cheboygan,Cheboygan,OW5094,Gannett/Gatehouse,Investment,D,4864.0,5.0,No,cheboygannews.com
NP3639,Clare County Review,MI,Clare,Clare,OW4394,Wilcox Mike,Private,W,10030.0,1.0,No,wilcoxnewspapers.com/category/ccr
NP3642,Clarkston News,MI,Clarkston,Oakland,OW0926,Sherman Publications,,W,2910.0,1.0,No,clarkstonnews.com
NP3644,Climax Crescent,MI,Climax,Kalamazoo,OW1646,Rolfe Bruce & Crystal,,W,1050.0,1.0,No,theclimaxcrescent.com
NP3646,Clinton Local,MI,Clinton,Lenawee,OW1648,Habrick Mary Ann,,W,1500.0,1.0,No,theclintonlocal.com
NP3600,Advisor and Source,MI,Clinton Township,Allegan,OW5101,Tribune/Digital First,Investment,W,115389.0,1.0,No,muckrack.com/media-outlet/sourcenewspapers
NP3776,North Macomb Voice,MI,Clinton Township,Macomb,OW5101,Tribune/Digital First,Investment,W,9636.0,1.0,No,voicenews.com
NP3610,Armada Times,MI,Clinton Township,Macomb,OW5101,Tribune/Digital First,Investment,W,59500.0,1.0,No,voicenews.com/author/armada-times
NP3745,Macomb Daily,MI,Clinton Township,Macomb,OW5101,Tribune/Digital First,Investment,D,39070.0,7.0,No,macombdaily.com
NP3664,Daily Tribune,MI,Clinton Township,Oakland,OW5101,Tribune/Digital First,Investment,D,4182.0,4.0,No,dailytribune.com
NP3676,Downriver Voice,MI,Clinton Township,St. Clair,OW5101,Tribune/Digital First,Investment,W,9234.0,1.0,No,voicenews.com
NP3623,Blue Water Voice,MI,Clinton Township,St. Clair,OW5101,Tribune/Digital First,Investment,W,9737.0,1.0,No,voicenews.com
NP3697,Genesee County Herald,MI,Clio,Genesee,OW1666,Harrington Michael,,W,22153.0,2.0,No,myherald.net
NP3800,Register-Tribune,MI,Coldwater,Branch,OW4391,David Ferro,,W,1275.0,1.0,No,loc.gov/item/sn97063295
NP3662,Daily Reporter,MI,Coldwater,Branch,OW5094,Gannett/Gatehouse,Investment,D,5316.0,6.0,No,thedailyreporter.com
NP3647,Colon Express,MI,Colon,St. Joseph,OW1649,Joe Debiak,,W,1138.0,1.0,No,loc.gov/item/sn96076795
NP8848,Sanilac County News,MI,Croswell,Sanilac,OW5140,Central Michigan Newspapers,,W,5877.0,1.0,No,sanilaccountynews.mihomepaper.com
NP3881,Grand Blanc View,MI,Davison,Genesee,OW1741,Wes Smith,,W,27641.0,1.0,No,grandblancview.mihomepaper.com
NP3666,Davison Index,MI,Davison,Genesee,OW4395,JAMS Media,,W,14593.0,1.0,No,davisonindex.mihomepaper.com
NP3668,Dearborn Times-Herald,MI,Dearborn,Wayne,OW1657,Bewick Publications,,W,6486.0,2.0,No,downriversundaytimes.com
NP3667,Dearborn Press and Guide,MI,Dearborn,Wayne,OW5101,Tribune/Digital First,Investment,W,16315.0,2.0,No,pressandguide.com
NP3711,Heights Times-Herald,MI,Dearborn Heights,Wayne,OW1657,Bewick Publications,,W,5988.0,2.0,No,downriversundaytimes.com
NP3669,Decatur Republican,MI,Decatur,Van Buren,OW1658,Moormann David,,W,2009.0,1.0,No,decaturrepublican.com
NP3813,Sandusky Tribune and Deckerville Recorder,MI,Deckerville,Sanilac,OW4404,Dixon William,,W,,1.0,No,tribunerecorderleader.com
NP9170,Novi News,MI,Detroit,Oakland,OW5094,Gannett/Gatehouse,Public,W,3213.0,1.0,No,hometownlife.com/news/hometown-novi
NP3620,Birmingham Eccentric,MI,Detroit,Oakland,OW5094,Gannett/Gatehouse,Public,W,6694.0,1.0,No,hometownlife.com/news/eccentric-birmingham
NP3823,South Oakland Eccentric,MI,Detroit,Oakland,OW5094,Gannett/Gatehouse,Public,W,9108.0,1.0,No,hometownlife.com/apps/pbcs.dll/section
NP3822,South Lyon Herald,MI,Detroit,Oakland,OW5094,Gannett/Gatehouse,Public,W,4863.0,1.0,No,hometownlife.com/news/hometown-south-lyon
NP3762,Milford Times,MI,Detroit,Oakland,OW5094,Gannett/Gatehouse,Public,W,4397.0,1.0,No,hometownlife.com/news/hometown-milford
NP3757,Michigan Chronicle,MI,Detroit,Wayne,OW4411,Samuel Logan,,W,20122.0,1.0,Yes,michronicleonline.com
NP3779,Northville Record,MI,Detroit,Wayne,OW5094,Gannett/Gatehouse,Public,W,4593.0,1.0,No,hometownlife.com/news/hometown-northville
NP3695,Garden City Observer,MI,Detroit,Wayne,OW5094,Gannett/Gatehouse,Public,W,1941.0,2.0,No,hometownlife.com
NP3868,Westland Observer,MI,Detroit,Wayne,OW5094,Gannett/Gatehouse,Public,W,6606.0,2.0,No,hometownlife.com/news/observer-wayne-westland
NP3799,Redford Observer,MI,Detroit,Wayne,OW5094,Gannett/Gatehouse,Public,W,2314.0,2.0,No,hometownlife.com
NP3796,Plymouth Observer,MI,Detroit,Wayne,OW5094,Gannett/Gatehouse,Public,W,3938.0,2.0,No,hometownlife.com/news/observer-plymouth
NP3741,Livonia Observer,MI,Detroit,Wayne,OW5094,Gannett/Gatehouse,Public,W,10637.0,2.0,No,observer-eccentric.com/local/livonia
NP3686,Farmington Observer,MI,Detroit,Wayne,OW5094,Gannett/Gatehouse,Public,W,8875.0,2.0,No,hometownlife.com/news/observer-farmington
NP3630,Canton Observer,MI,Detroit,Wayne,OW5094,Gannett/Gatehouse,Public,W,7050.0,2.0,No,observer-eccentric.com/local/canton
NP3672,Detroit News,MI,Detroit,Wayne,OW5101,Tribune/Digital First,Investment,D,80145.0,6.0,No,detnews.com
NP3671,Detroit Free Press,MI,Detroit,Wayne,OW5094,Gannett/Gatehouse,Public,D,124631.0,7.0,No,freep.com
NP3725,Iosco County News Herald,MI,East Tawas,Iosco,OW0231,Community Media Group,Private,W,4800.0,1.0,No,iosconews.com
NP3843,Telegram,MI,Ecorse,Wayne,OW4412,Gina Wilson,,W,35000.0,1.0,Yes,telegraph.co.uk/us
NP3661,Daily Press,MI,Escanaba,Delta,OW0529,Ogden Newspapers,Private,D,6511.0,6.0,No,nydailynews.com
NP9179,Metro Times,MI,Ferndale,Wayne,OW4410,Chris Sexton,,W,38233.0,1.0,No,metrotimes.com
NP3626,Burton News,MI,Flint,Genesee,OW0031,Advance Publications,Private,W,15000.0,1.0,No,burtonview.mihomepaper.com
NP3687,Fenton Press,MI,Flint,Genesee,OW0031,Advance Publications,Private,W,16486.0,1.0,No,thelascopress.com
NP3688,Flint Journal,MI,Flint,Genesee,OW0031,Advance Publications,Private,D,41385.0,4.0,No,mlive.com/flint/#/0
NP3689,Flint Township News,MI,Flint,Genesee,OW0031,Advance Publications,Private,W,7188.0,1.0,No,flinttownshipview.mihomepaper.com
NP3699,Grand Blanc News,MI,Flint,Genesee,OW0031,Advance Publications,Private,W,14951.0,1.0,No,grandblancview.mihomepaper.com
NP3841,Swartz Creek News,MI,Flint,Genesee,OW0031,Advance Publications,Private,W,7455.0,1.0,No,swartzcreekview.mihomepaper.com
NP3691,Frankenmuth News,MI,Frankenmuth,Saginaw,OW1663,Gringer Steven,,W,5000.0,1.0,No,frankenmuthnews.com
NP3618,Benzie County Record-Patriot,MI,Frankfort,Benzie,OW0920,Pioneer Group,,W,4500.0,1.0,No,recordpatriot.com
NP3694,Fremont Times-Indicator,MI,Fremont,Newaygo,OW4400,T I Publications,,W,7500.0,1.0,No,timesindicator.com
NP3696,Gaylord Herald Times,MI,Gaylord,Otsego,OW5094,Gannett/Gatehouse,Investment,W,20000.0,2.0,No,petoskeynews.com/gaylord
NP3698,Gladwin County Record,MI,Gladwin,Gladwin,OW4114,Adams Publishing Group,Private,W,4320.0,1.0,No,gladwinmi.com
NP3700,Grand Haven Tribune,MI,Grand Haven,Ottawa,OW0115,Paxton Media Group,,D,8813.0,6.0,No,grandhaventribune.com
NP3704,Grand Rapids Times,MI,Grand Rapids,Kent,OW1669,Patricia Pulliam,,W,6000.0,1.0,Yes,grtimes.com
NP3703,Grand Rapids Press,MI,Grand Rapids,Kent,OW0031,Advance Publications,Private,W,71169.0,3.0,No,mlive.com/grand-rapids-muskegon
NP3656,Crawford County Avalanche,MI,Grayling,Crawford,OW1655,Milliman Dirk,,W,5000.0,1.0,No,avalanche.townnews.com
NP3659,Daily News,MI,Greenville,Montcalm,OW4395,JAMS Media,,D,7754.0,6.0,No,nydailynews.com
NP8823,Grosse Pointe News,MI,Grosse Pointe Woods,Wayne,OW4409,Point News Group,,W,12014.0,1.0,No,grossepointenews.com
NP9609,Hamtramck Review,MI,Hamtramck,Wayne,OW5141,Mike Wilcox,,W,,1.0,No,thehamtramckreview.com
NP3719,Huron County View,MI,Harbor Beach,Huron,OW4395,JAMS Media,,W,18377.0,1.0,No,huroncountyview.mihomepaper.com
NP3709,Harbor Light,MI,Harbor Springs,Emmet,OW1671,North Country Publishing,,W,2069.0,1.0,No,harborlightnews.com/address-change-form
NP3602,Alcona County Review,MI,Harrisville,Alcona,OW1624,Peterson Cheryl,,W,3200.0,1.0,No,alconareview.com
NP3783,Oceana's Herald Journal,MI,Hart,Oceana,OW0231,Community Media Group,Private,W,5540.0,1.0,No,oceanaheraldjournal.com
NP3884,Reminder,MI,Hastings,Barry,OW1672,J-Ad Graphics,,W,27084.0,1.0,No,reminderusa.net/classifieds
NP3710,Hastings Banner,MI,Hastings,Barry,OW1672,J-Ad Graphics,,W,34998.0,1.0,No,hastingsbanner.com
NP3839,Sun and News,MI,Hastings,Barry,OW1672,J-Ad Graphics,,W,13195.0,1.0,No,the-sun.com
NP3751,Maple Valley News,MI,Hastings,Barry,OW1672,J-Ad Graphics,,W,4386.0,1.0,No,covingtonreporter.com
NP3828,Spinal Column Newsweekly,MI,Highland,Wayne,OW1715,Fancy Jim,,W,17700.0,1.0,No,crainsdetroit.com/media-marketing/spinal-column-newsweekly-west-oakland-county-shuttering
NP3714,Hillsdale Daily News,MI,Hillsdale,Hillsdale,OW5094,Gannett/Gatehouse,Investment,D,7285.0,6.0,No,hillsdale.net
NP3715,Holland Sentinel,MI,Holland,Allegan,OW5094,Gannett/Gatehouse,Investment,D,10726.0,6.0,No,hollandsentinel.com
NP3717,Homer Index,MI,Homer,Calhoun,OW1674,Warner Mike,,W,1170.0,1.0,No,homerindex.com
NP3658,Daily Mining Gazette,MI,Houghton,Houghton,OW0529,Ogden Newspapers,Private,D,5450.0,6.0,No,mininggazette.com
NP3718,Houghton Lake Resorter,MI,Houghton Lake,Roscommon,OW1675,Hamp Thomas,,W,7858.0,1.0,No,houghtonlakeresorter.com
NP3740,Livingston County Daily Press and Argus,MI,Howell,Livingston,OW5094,Gannett/Gatehouse,Public,D,9613.0,6.0,No,livingstondaily.com
NP3851,Tri-City Times,MI,Imlay City,Lapeer,OW1727,Hind Dolores,,W,7000.0,1.0,No,tricitytimes-online.com
NP3835,Straitsland Resorter,MI,Indian River,Cheboygan,OW4393,Straitsland Publishing,,W,3265.0,1.0,No,resorter.com
NP3724,Ionia Sentinel-Standard,MI,Ionia,Ionia,OW5094,Gannett/Gatehouse,Investment,D,2001.0,5.0,No,sentinel-standard.com
NP3660,Daily News,MI,Iron Mountain,Dickinson,OW0529,Ogden Newspapers,Private,D,6344.0,6.0,No,nydailynews.com
NP3801,Reporter,MI,Iron River,Iron,OW0963,Delphos Herald,,W,5000.0,1.0,No,brooklynreporter.com
NP3657,Daily Globe,MI,Ironwood,Gogebic,OW3971,Stevenson Newspapers,,D,4500.0,6.0,No,yourdailyglobe.com
NP3706,Gratiot County Herald,MI,Ithaca,Gratiot,OW1670,MacDonald Publications,,W,6727.0,1.0,No,gcherald.com
NP3726,Jackson Citizen Patriot,MI,Jackson,Jackson,OW0031,Advance Publications,Private,D,15493.0,7.0,No,mlive.com/jackson
NP3731,Kalamazoo Gazette,MI,Kalamazoo,Kalamazoo,OW0031,Advance Publications,Private,D,31610.0,7.0,No,members.mlive.com/access.aspx
NP3738,Leelanau Enterprise,MI,Lake Leelanau,Leelanau,OW1678,Campbell Alan,,W,8124.0,1.0,No,leelanaunews.com
NP3734,Lake Orion Review,MI,Lake Orion,Oakland,OW0926,Sherman Publications,,W,2866.0,1.0,No,lakeorionreview.com
NP3735,L'Anse Sentinel,MI,Lanse,Baraga,OW4388,LDJ Corporation,,W,3900.0,1.0,No,lansesentinel.net
NP3673,Dewitt Bath Review,MI,Lansing,Clinton,OW5094,Gannett/Gatehouse,Public,W,6266.0,1.0,No,mondotimes.com/1/world/us/22/1267/3154
NP3645,Clinton County News,MI,Lansing,Clinton,OW5094,Gannett/Gatehouse,Public,W,8290.0,1.0,No,clintonnews.net
NP3701,Grand Ledge Independent,MI,Lansing,Eaton,OW5094,Gannett/Gatehouse,Public,W,7649.0,1.0,No,wilx.com/2023/03/23/grand-ledge-independent-turns-its-last-page
NP3797,Portland Review and Observer,MI,Lansing,Eaton,OW5094,Gannett/Gatehouse,Public,W,5172.0,1.0,No,portlandobserver.com
NP3670,Delta-Waverly Community News,MI,Lansing,Eaton,OW5094,Gannett/Gatehouse,Public,W,4344.0,1.0,No,mondotimes.com/1/world/us/22/1243/22511
NP3880,City Pulse,MI,Lansing,Ingham,OW1740,To The Max,,W,20000.0,1.0,No,lansingcitypulse.com
NP9166,Lansing City Community News,MI,Lansing,Ingham,OW5094,Gannett/Gatehouse,Public,W,27123.0,1.0,No,lansingstatejournal.com
NP3716,Holt Community News,MI,Lansing,Ingham,OW5094,Gannett/Gatehouse,Public,W,6261.0,1.0,No,mondotimes.com/1/world/us/22/1233/3103
NP3722,Ingham County Community News,MI,Lansing,Ingham,OW5094,Gannett/Gatehouse,Public,W,6993.0,1.0,No,issuu.com/lansingstatejournal/docs/iccn061911
NP3681,Eaton Rapids Community News,MI,Lansing,Ingham,OW5094,Gannett/Gatehouse,Public,W,4324.0,1.0,No,county-journal.com/community/eaton-rapids
NP3736,Lansing State Journal,MI,Lansing,Ingham,OW5094,Gannett/Gatehouse,Public,D,30720.0,7.0,No,lansingstatejournal.com
NP9165,Burton View,MI,Lapeer,Genesee,OW1741,Wes Smith,,W,11977.0,1.0,No,burtonview.mihomepaper.com
NP3654,County Press,MI,Lapeer,Lapeer,OW4395,JAMS Media,,W,7941.0,2.0,No,countypress.com
NP3742,Lowell Ledger,MI,Lowell,Kent,OW1672,J-Ad Graphics,,W,4200.0,1.0,No,lowellledger.org
NP3743,Ludington Daily News,MI,Ludington,Mason,OW0231,Community Media Group,Private,D,6489.0,6.0,No,ludingtondailynews.com
NP3749,Manistee News-Advocate,MI,Manistee,Manistee,OW0920,Pioneer Group,,D,4928.0,6.0,No,manisteenews.com
NP3795,Pioneer-Tribune,MI,Manistique,Schoolcraft,OW5057,Four Seasons Publishing,,W,3500.0,1.0,No,pioneertribune.com/category/e-edition
NP3752,Marcellus News,MI,Marcellus,Cass,OW1683,Morman Printing,,W,1600.0,1.0,No,marcellusnews.com
NP3753,Marion Press,MI,Marion,Osceola,OW4403,Marion Press Publishing,,W,1951.0,1.0,No,wilcoxnewspapers.com/category/ccr
NP3754,Marlette Leader,MI,Marlette,Sanilac,OW0363,Hearst Corporation,Private,W,3800.0,5.0,No,tribunerecorderleader.com
NP3764,Mining Journal,MI,Marquette,Marquette,OW0529,Ogden Newspapers,Private,D,10437.0,7.0,No,miningjournal.net
NP3878,Ad-Visor and Chronicle,MI,Marshall,Calhoun,OW1672,J-Ad Graphics,,W,19069.0,1.0,No,advisor-chronicle.com
NP3756,Mayville Monitor,MI,Mayville,Tuscola,OW1685,Gale Langford,,W,600.0,1.0,No,newspapers.ushmm.org/organization/314
NP3760,Midland Daily News,MI,Midland,Midland,OW0363,Hearst Corporation,Private,D,9522.0,1.0,No,ourmidland.com
NP3763,Minden City Herald,MI,Minden City,Sanilac,OW1690,Engel Paul,,W,1500.0,1.0,No,mindencityherald.com
NP9169,Monroe News,MI,Monroe,Monroe,OW0101,Lancaster Management,,D,12802.0,7.0,No,monroenews.com
NP3833,State Line Observer,MI,Morenci,Lenawee,OW5053,David Green,,W,2321.0,1.0,No,statelineobserver.com
NP3729,Journal,MI,Mt Clemens,Macomb,OW1622,C & G Newspapers,Private,W,33684.0,2.0,No,lohud.com
NP8836,Munising NewsThe,MI,Munising,Alger,OW3994,Peterson Willy,,W,7304.0,1.0,No,munisingbeacon.com
NP3769,Muskegon Chronicle,MI,Muskegon,Muskegon,OW0031,Advance Publications,Private,D,20187.0,7.0,No,mlive.com/news/muskegon
NP3770,New Buffalo Times,MI,New Buffalo,Berrien,OW4390,Duhn Dee Dee,,W,5000.0,1.0,No,newbuffalotimes.com
NP3708,Harbor Country News,MI,New Buffalo,Berrien,OW0115,Paxton Media Group,Private,W,9200.0,1.0,No,harborcountry-news.com
NP3771,Newberry News,MI,Newberry,Luce,OW1695,Diem William,,W,3600.0,1.0,No,mynewberrynews.com
NP3682,Edwardsburg Argus,MI,Niles,Berrien,OW0025,Boone Newspapers,Private,W,821.0,1.0,No,leaderpub.com/tag/edwardsburg-argus
NP3775,Niles Daily Star,MI,Niles,Berrien,OW0025,Boone Newspapers,Private,D,1531.0,6.0,No,nilesstar.com
NP3633,Cassopolis Vigilant,MI,Niles,Cass,OW0025,Boone Newspapers,Private,W,800.0,1.0,No,leaderpub.com/tag/cassopolis-vigilant
NP3675,Dowagiac Daily News,MI,Niles,Cass,OW0025,Boone Newspapers,Private,D,1386.0,5.0,No,leaderpub.com
NP3786,Ontonagon Herald,MI,Ontonagon,Ontonagon,OW1701,Ontonagon Herald,,W,3770.0,1.0,No,ontonagonherald.com
NP3638,Citizen,MI,Ortonville,Oakland,OW0926,Sherman Publications,,W,11800.0,1.0,No,newjerseyhills.com/the_citizen
NP3788,Oscoda Press,MI,Oscoda,Iosco,OW0231,Community Media Group,Private,W,3900.0,1.0,No,iosconews.com/oscoda_press
NP3840,Sunday Independent,MI,Owosso,Shiawassee,OW1722,Independent Advisor Newspapers,,W,32035.0,2.0,No,independent.co.uk/us
NP3609,Argus-Weekly,MI,Owosso,Shiawassee,OW1628,Argus-Press,,W,15058.0,1.0,No,midwoodargus.com
NP3608,Argus-Press,MI,Owosso,Shiawassee,OW1628,Argus-Press,,D,9122.0,7.0,No,argus-press.com
NP3791,Oxford Leader,MI,Oxford,Oakland,OW0926,Sherman Publications,,W,3697.0,1.0,No,oxfordleader.com
NP3654,County Press,MI,Parma,Jackson,OW1653,Rice Ralph & Carole,,W,1500.0,1.0,No,countypress.com
NP3655,Courier-Leader,MI,Paw Paw,Van Buren,OW1654,Vineyard Press,,W,19287.0,1.0,No,wilcoxnewspapers.com/category/pcl
NP3793,Petoskey News-Review,MI,Petoskey,Emmet,OW5094,Gannett/Gatehouse,Investment,D,8994.0,5.0,No,petoskeynews.com
NP9168,Sun Times News,MI,Pinckney,Livingston,OW4399,Robert Nester,,W,16919.0,1.0,No,thesuntimesnews.com
NP3882,Northville Eagle,MI,Plymouth,Wayne,OW1742,Associated Newspapers of Michigan,,W,4662.0,1.0,No,associatednewspapers.net
NP3883,Plymouth Eagle,MI,Plymouth,Wayne,OW1742,Associated Newspapers of Michigan,,W,6000.0,1.0,No,associatednewspapers.net
NP3867,Westland Eagle,MI,Plymouth,Wayne,OW1742,Associated Newspapers of Michigan,,W,1400.0,1.0,No,associatednewspapers.net
NP3863,Wayne Eagle,MI,Plymouth,Wayne,OW1742,Associated Newspapers of Michigan,,W,2251.0,1.0,No,associatednewspapers.net
NP3723,Inkster Ledger Star,MI,Plymouth,Wayne,OW1742,Associated Newspapers of Michigan,,W,3203.0,1.0,No,loc.gov/item/sn2002062200
NP3807,Romulus Roman,MI,Plymouth,Wayne,OW1742,Associated Newspapers of Michigan,,W,1470.0,1.0,No,romuluslibrary.org/newspapers
NP3629,Canton Eagle,MI,Plymouth,Wayne,OW1742,Associated Newspapers of Michigan,,W,15000.0,1.0,No,associatednewspapers.net
NP3782,Oakland Press,MI,Pontiac,Oakland,OW5101,Tribune/Digital First,Investment,D,22577.0,7.0,No,theoaklandpress.com
